State,Year,Quarter,Pincode,Count,Amount
lakshadweep,2022,2,682556,1021,1021
lakshadweep,2022,2,682559,660,660
lakshadweep,2022,2,682554,601,601
lakshadweep,2022,2,682558,204,204
lakshadweep,2022,3,682555,6356,6356
lakshadweep,2022,3,682551,3121,3121
lakshadweep,2022,3,682557,2438,2438
lakshadweep,2022,3,682552,1043,1043
lakshadweep,2022,3,682559,979,979
lakshadweep,2022,3,682556,805,805
lakshadweep,2022,3,682554,341,341
lakshadweep,2022,3,682558,158,158
lakshadweep,2022,4,682555,7140,7140
lakshadweep,2022,4,682551,3739,3739
lakshadweep,2022,4,682557,2929,2929
lakshadweep,2022,4,682552,1068,1068
lakshadweep,2022,4,682559,906,906
lakshadweep,2022,4,682556,855,855
lakshadweep,2022,4,682554,376,376
lakshadweep,2022,4,682558,134,134
Madhya Pradesh,2018,1,462001,832846,832846
Madhya Pradesh,2018,1,452005,207574,207574
Madhya Pradesh,2018,1,452001,107648,107648
Madhya Pradesh,2018,1,455001,104275,104275
Madhya Pradesh,2018,1,452010,94234,94234
Madhya Pradesh,2018,1,462022,83978,83978
Madhya Pradesh,2018,1,464001,79043,79043
Madhya Pradesh,2018,1,462021,76954,76954
Madhya Pradesh,2018,1,482002,74060,74060
Madhya Pradesh,2018,1,462003,73987,73987
Madhya Pradesh,2018,2,462001,928983,928983
Madhya Pradesh,2018,2,452005,246010,246010
Madhya Pradesh,2018,2,452001,142004,142004
Madhya Pradesh,2018,2,455001,136382,136382
Madhya Pradesh,2018,2,452010,129277,129277
Madhya Pradesh,2018,2,462021,107180,107180
Madhya Pradesh,2018,2,462022,105767,105767
Madhya Pradesh,2018,2,482002,103987,103987
Madhya Pradesh,2018,2,464001,101316,101316
Madhya Pradesh,2018,2,462003,99813,99813
Madhya Pradesh,2018,3,462001,1164035,1164035
Madhya Pradesh,2018,3,470226,323991,323991
Madhya Pradesh,2018,3,452005,287900,287900
Madhya Pradesh,2018,3,466001,276731,276731
Madhya Pradesh,2018,3,455001,239696,239696
Madhya Pradesh,2018,3,452001,239364,239364
Madhya Pradesh,2018,3,487114,222326,222326
Madhya Pradesh,2018,3,462022,218956,218956
Madhya Pradesh,2018,3,486331,215104,215104
Madhya Pradesh,2018,3,462003,208570,208570
Madhya Pradesh,2018,4,462001,1500309,1500309
Madhya Pradesh,2018,4,452001,343290,343290
Madhya Pradesh,2018,4,452005,335785,335785
Madhya Pradesh,2018,4,455001,295535,295535
Madhya Pradesh,2018,4,452010,278306,278306
Madhya Pradesh,2018,4,462021,275519,275519
Madhya Pradesh,2018,4,462022,247693,247693
Madhya Pradesh,2018,4,462008,242961,242961
Madhya Pradesh,2018,4,482002,241160,241160
Madhya Pradesh,2018,4,462010,240419,240419
Madhya Pradesh,2019,1,462001,3626425,3626425
Madhya Pradesh,2019,1,452005,1667463,1667463
Madhya Pradesh,2019,1,452001,603742,603742
Madhya Pradesh,2019,1,482001,539450,539450
Madhya Pradesh,2019,1,455001,536017,536017
Madhya Pradesh,2019,1,466001,471656,471656
Madhya Pradesh,2019,1,462022,435916,435916
Madhya Pradesh,2019,1,452010,432653,432653
Madhya Pradesh,2019,1,462021,419303,419303
Madhya Pradesh,2019,1,462010,389412,389412
Madhya Pradesh,2019,2,462001,6704852,6704852
Madhya Pradesh,2019,2,452005,4253651,4253651
Madhya Pradesh,2019,2,482001,1116887,1116887
Madhya Pradesh,2019,2,462021,597802,597802
Madhya Pradesh,2019,2,452001,575129,575129
Madhya Pradesh,2019,2,452010,497913,497913
Madhya Pradesh,2019,2,462022,493951,493951
Madhya Pradesh,2019,2,462023,475553,475553
Madhya Pradesh,2019,2,461001,434348,434348
Madhya Pradesh,2019,2,455001,418034,418034
Madhya Pradesh,2019,3,462001,6269219,6269219
Madhya Pradesh,2019,3,452005,4366960,4366960
Madhya Pradesh,2019,3,482001,1055603,1055603
Madhya Pradesh,2019,3,452001,1043588,1043588
Madhya Pradesh,2019,3,462021,940540,940540
Madhya Pradesh,2019,3,462022,918349,918349
Madhya Pradesh,2019,3,452010,898555,898555
Madhya Pradesh,2019,3,462023,839430,839430
Madhya Pradesh,2019,3,462003,731558,731558
Madhya Pradesh,2019,3,462016,679665,679665
Madhya Pradesh,2019,4,462001,6837881,6837881
Madhya Pradesh,2019,4,452005,5504197,5504197
Madhya Pradesh,2019,4,452001,1476430,1476430
Madhya Pradesh,2019,4,452010,1305226,1305226
Madhya Pradesh,2019,4,482001,1266715,1266715
Madhya Pradesh,2019,4,462008,1257486,1257486
Madhya Pradesh,2019,4,462021,1105950,1105950
Madhya Pradesh,2019,4,462022,980305,980305
Madhya Pradesh,2019,4,462023,973492,973492
Madhya Pradesh,2019,4,462003,859025,859025
Madhya Pradesh,2020,1,452005,8311339,8311339
Madhya Pradesh,2020,1,462008,6548078,6548078
Madhya Pradesh,2020,1,462001,2197233,2197233
Madhya Pradesh,2020,1,482001,1675660,1675660
Madhya Pradesh,2020,1,452001,1568004,1568004
Madhya Pradesh,2020,1,452010,1519272,1519272
Madhya Pradesh,2020,1,462021,981968,981968
Madhya Pradesh,2020,1,462023,973781,973781
Madhya Pradesh,2020,1,462022,953629,953629
Madhya Pradesh,2020,1,455001,923744,923744
Madhya Pradesh,2020,2,462008,7083405,7083405
Madhya Pradesh,2020,2,452005,7027354,7027354
Madhya Pradesh,2020,2,455001,991925,991925
Madhya Pradesh,2020,2,480001,754370,754370
Madhya Pradesh,2020,2,452010,737841,737841
Madhya Pradesh,2020,2,462001,701101,701101
Madhya Pradesh,2020,2,462022,666290,666290
Madhya Pradesh,2020,2,482001,656493,656493
Madhya Pradesh,2020,2,482002,566179,566179
Madhya Pradesh,2020,2,466001,526600,526600
Madhya Pradesh,2020,3,462008,18608188,18608188
Madhya Pradesh,2020,3,452005,6059895,6059895
Madhya Pradesh,2020,3,452010,1520843,1520843
Madhya Pradesh,2020,3,455001,1413770,1413770
Madhya Pradesh,2020,3,462001,1289565,1289565
Madhya Pradesh,2020,3,482001,1258497,1258497
Madhya Pradesh,2020,3,452001,982572,982572
Madhya Pradesh,2020,3,452016,937996,937996
Madhya Pradesh,2020,3,462022,918271,918271
Madhya Pradesh,2020,3,482002,897854,897854
Madhya Pradesh,2020,4,462008,20637374,20637374
Madhya Pradesh,2020,4,452005,6210457,6210457
Madhya Pradesh,2020,4,452010,2556422,2556422
Madhya Pradesh,2020,4,462001,2187046,2187046
Madhya Pradesh,2020,4,455001,2091495,2091495
Madhya Pradesh,2020,4,452001,1955323,1955323
Madhya Pradesh,2020,4,482001,1733750,1733750
Madhya Pradesh,2020,4,452016,1505055,1505055
Madhya Pradesh,2020,4,482002,1446070,1446070
Madhya Pradesh,2020,4,462022,1415361,1415361
Madhya Pradesh,2021,1,462008,45920869,45920869
Madhya Pradesh,2021,1,452005,12368534,12368534
Madhya Pradesh,2021,1,452010,3157169,3157169
Madhya Pradesh,2021,1,452001,3031347,3031347
Madhya Pradesh,2021,1,482001,2626795,2626795
Madhya Pradesh,2021,1,462001,2567784,2567784
Madhya Pradesh,2021,1,455001,2284442,2284442
Madhya Pradesh,2021,1,452016,1784180,1784180
Madhya Pradesh,2021,1,452020,1717447,1717447
Madhya Pradesh,2021,1,462022,1690582,1690582
Madhya Pradesh,2021,2,462008,57596018,57596018
Madhya Pradesh,2021,2,452005,15823586,15823586
Madhya Pradesh,2021,2,482001,2855889,2855889
Madhya Pradesh,2021,2,462001,2370403,2370403
Madhya Pradesh,2021,2,455001,2302486,2302486
Madhya Pradesh,2021,2,452010,2206070,2206070
Madhya Pradesh,2021,2,452016,1499795,1499795
Madhya Pradesh,2021,2,482002,1485190,1485190
Madhya Pradesh,2021,2,474003,1462678,1462678
Madhya Pradesh,2021,2,462022,1427896,1427896
Madhya Pradesh,2021,3,462008,74987334,74987334
Madhya Pradesh,2021,3,452005,22164070,22164070
Madhya Pradesh,2021,3,452010,4126900,4126900
Madhya Pradesh,2021,3,462001,4073176,4073176
Madhya Pradesh,2021,3,482001,4031874,4031874
Madhya Pradesh,2021,3,452001,3814262,3814262
Madhya Pradesh,2021,3,455001,3411019,3411019
Madhya Pradesh,2021,3,452016,2531200,2531200
Madhya Pradesh,2021,3,482002,2368726,2368726
Madhya Pradesh,2021,3,452020,2340962,2340962
Madhya Pradesh,2021,4,462008,97987017,97987017
Madhya Pradesh,2021,4,452005,29248862,29248862
Madhya Pradesh,2021,4,452010,5218813,5218813
Madhya Pradesh,2021,4,452001,5218642,5218642
Madhya Pradesh,2021,4,482001,5053220,5053220
Madhya Pradesh,2021,4,462001,4713553,4713553
Madhya Pradesh,2021,4,455001,4258695,4258695
Madhya Pradesh,2021,4,452016,3186800,3186800
Madhya Pradesh,2021,4,482002,3144266,3144266
Madhya Pradesh,2021,4,452020,3140760,3140760
Madhya Pradesh,2022,1,462008,119378084,119378084
Madhya Pradesh,2022,1,452005,31734667,31734667
Madhya Pradesh,2022,1,452010,5959407,5959407
Madhya Pradesh,2022,1,452001,5914289,5914289
Madhya Pradesh,2022,1,482001,5835918,5835918
Madhya Pradesh,2022,1,462001,5434974,5434974
Madhya Pradesh,2022,1,455001,4842367,4842367
Madhya Pradesh,2022,1,452020,3814949,3814949
Madhya Pradesh,2022,1,452016,3736352,3736352
Madhya Pradesh,2022,1,482002,3535166,3535166
Madhya Pradesh,2022,2,462008,137837715,137837715
Madhya Pradesh,2022,2,452005,32975727,32975727
Madhya Pradesh,2022,2,452010,7218657,7218657
Madhya Pradesh,2022,2,452001,7076259,7076259
Madhya Pradesh,2022,2,482001,7032988,7032988
Madhya Pradesh,2022,2,462001,6697994,6697994
Madhya Pradesh,2022,2,455001,5419403,5419403
Madhya Pradesh,2022,2,452016,4554580,4554580
Madhya Pradesh,2022,2,452020,4540833,4540833
Madhya Pradesh,2022,2,482002,4137398,4137398
Madhya Pradesh,2022,3,480001,164538285,164538285
Madhya Pradesh,2022,3,452005,77073821,77073821
Madhya Pradesh,2022,3,462001,71155689,71155689
Madhya Pradesh,2022,3,462008,45855523,45855523
Madhya Pradesh,2022,3,452001,7471847,7471847
Madhya Pradesh,2022,3,452010,7434496,7434496
Madhya Pradesh,2022,3,482001,7298840,7298840
Madhya Pradesh,2022,3,455001,5949409,5949409
Madhya Pradesh,2022,3,452016,4729334,4729334
Madhya Pradesh,2022,3,452020,4724444,4724444
Madhya Pradesh,2022,4,480001,240053791,240053791
Madhya Pradesh,2022,4,462001,97808901,97808901
Madhya Pradesh,2022,4,452005,87303087,87303087
Madhya Pradesh,2022,4,462008,47477990,47477990
Madhya Pradesh,2022,4,452010,8385618,8385618
Madhya Pradesh,2022,4,452001,8324463,8324463
Madhya Pradesh,2022,4,484001,7999283,7999283
Madhya Pradesh,2022,4,455001,6345033,6345033
Madhya Pradesh,2022,4,482001,6308229,6308229
Madhya Pradesh,2022,4,456006,5717266,5717266
Maharashtra,2018,1,400008,2227885,2227885
Maharashtra,2018,1,411001,1055656,1055656
Maharashtra,2018,1,411057,168299,168299
Maharashtra,2018,1,410501,156090,156090
Maharashtra,2018,1,400606,121105,121105
Maharashtra,2018,1,411033,118850,118850
Maharashtra,2018,1,411014,114748,114748
Maharashtra,2018,1,431003,104719,104719
Maharashtra,2018,1,411041,101787,101787
Maharashtra,2018,1,421302,95135,95135
Maharashtra,2018,2,400008,2631405,2631405
Maharashtra,2018,2,411001,1316115,1316115
Maharashtra,2018,2,411057,242519,242519
Maharashtra,2018,2,410501,218820,218820
Maharashtra,2018,2,411014,166457,166457
Maharashtra,2018,2,411033,157641,157641
Maharashtra,2018,2,400606,148846,148846
Maharashtra,2018,2,421302,135128,135128
Maharashtra,2018,2,411041,133107,133107
Maharashtra,2018,2,431003,130057,130057
Maharashtra,2018,3,400008,3111609,3111609
Maharashtra,2018,3,411001,1689517,1689517
Maharashtra,2018,3,410501,508646,508646
Maharashtra,2018,3,411057,422874,422874
Maharashtra,2018,3,411014,265735,265735
Maharashtra,2018,3,411033,238408,238408
Maharashtra,2018,3,431003,204502,204502
Maharashtra,2018,3,421302,201404,201404
Maharashtra,2018,3,411028,200254,200254
Maharashtra,2018,3,411041,189200,189200
Maharashtra,2018,4,400008,4586309,4586309
Maharashtra,2018,4,411001,2176631,2176631
Maharashtra,2018,4,411057,652006,652006
Maharashtra,2018,4,410501,518442,518442
Maharashtra,2018,4,411014,420715,420715
Maharashtra,2018,4,421302,400213,400213
Maharashtra,2018,4,411028,376373,376373
Maharashtra,2018,4,411033,344206,344206
Maharashtra,2018,4,400708,314305,314305
Maharashtra,2018,4,400072,289541,289541
Maharashtra,2019,1,400008,6494529,6494529
Maharashtra,2019,1,411006,5641935,5641935
Maharashtra,2019,1,411001,2376027,2376027
Maharashtra,2019,1,411057,1291680,1291680
Maharashtra,2019,1,410501,936769,936769
Maharashtra,2019,1,411033,705098,705098
Maharashtra,2019,1,411014,703615,703615
Maharashtra,2019,1,421302,650588,650588
Maharashtra,2019,1,411028,593884,593884
Maharashtra,2019,1,411041,578580,578580
Maharashtra,2019,2,411006,22544991,22544991
Maharashtra,2019,2,400008,6827030,6827030
Maharashtra,2019,2,411057,2165856,2165856
Maharashtra,2019,2,411033,1250933,1250933
Maharashtra,2019,2,411014,1105699,1105699
Maharashtra,2019,2,411041,994726,994726
Maharashtra,2019,2,411028,822458,822458
Maharashtra,2019,2,410501,816802,816802
Maharashtra,2019,2,411046,736036,736036
Maharashtra,2019,2,440002,684074,684074
Maharashtra,2019,3,411006,25995035,25995035
Maharashtra,2019,3,400008,7234595,7234595
Maharashtra,2019,3,411057,4113075,4113075
Maharashtra,2019,3,411033,2374065,2374065
Maharashtra,2019,3,411014,2158511,2158511
Maharashtra,2019,3,411041,1863384,1863384
Maharashtra,2019,3,411028,1473236,1473236
Maharashtra,2019,3,411046,1399162,1399162
Maharashtra,2019,3,411038,1367646,1367646
Maharashtra,2019,3,410501,1268839,1268839
Maharashtra,2019,4,411006,32779718,32779718
Maharashtra,2019,4,400008,10498727,10498727
Maharashtra,2019,4,411057,5242853,5242853
Maharashtra,2019,4,411004,4505845,4505845
Maharashtra,2019,4,411014,3033141,3033141
Maharashtra,2019,4,411033,3008684,3008684
Maharashtra,2019,4,411041,2544534,2544534
Maharashtra,2019,4,411028,1970393,1970393
Maharashtra,2019,4,411046,1918669,1918669
Maharashtra,2019,4,411038,1808324,1808324
Maharashtra,2020,1,411004,43278566,43278566
Maharashtra,2020,1,400070,10817537,10817537
Maharashtra,2020,1,411057,5637564,5637564
Maharashtra,2020,1,411014,3577288,3577288
Maharashtra,2020,1,411033,3338361,3338361
Maharashtra,2020,1,411041,2822563,2822563
Maharashtra,2020,1,440012,2572365,2572365
Maharashtra,2020,1,411046,2258157,2258157
Maharashtra,2020,1,411028,2249726,2249726
Maharashtra,2020,1,410501,2085583,2085583
Maharashtra,2020,2,411004,27617700,27617700
Maharashtra,2020,2,400070,6133707,6133707
Maharashtra,2020,2,444510,1773268,1773268
Maharashtra,2020,2,440012,1695433,1695433
Maharashtra,2020,2,411057,1566812,1566812
Maharashtra,2020,2,411033,1473583,1473583
Maharashtra,2020,2,410501,1370197,1370197
Maharashtra,2020,2,421302,1268368,1268368
Maharashtra,2020,2,411014,1246164,1246164
Maharashtra,2020,2,431003,1144503,1144503
Maharashtra,2020,3,411004,49082232,49082232
Maharashtra,2020,3,400070,9322422,9322422
Maharashtra,2020,3,410501,2801571,2801571
Maharashtra,2020,3,411033,2579266,2579266
Maharashtra,2020,3,411057,2246332,2246332
Maharashtra,2020,3,411014,2096814,2096814
Maharashtra,2020,3,431001,1958007,1958007
Maharashtra,2020,3,431003,1924441,1924441
Maharashtra,2020,3,440012,1886074,1886074
Maharashtra,2020,3,411041,1815596,1815596
Maharashtra,2020,4,411004,48628369,48628369
Maharashtra,2020,4,400070,10292942,10292942
Maharashtra,2020,4,410501,5088128,5088128
Maharashtra,2020,4,444510,4444889,4444889
Maharashtra,2020,4,411033,4384385,4384385
Maharashtra,2020,4,411014,4117739,4117739
Maharashtra,2020,4,411057,3737410,3737410
Maharashtra,2020,4,431003,3183797,3183797
Maharashtra,2020,4,411041,3105570,3105570
Maharashtra,2020,4,411046,3049281,3049281
Maharashtra,2021,1,411004,99287169,99287169
Maharashtra,2021,1,400070,25090098,25090098
Maharashtra,2021,1,444510,14752939,14752939
Maharashtra,2021,1,410501,5597174,5597174
Maharashtra,2021,1,411033,5167231,5167231
Maharashtra,2021,1,411014,5011718,5011718
Maharashtra,2021,1,411057,4560933,4560933
Maharashtra,2021,1,411041,3970507,3970507
Maharashtra,2021,1,440012,3927031,3927031
Maharashtra,2021,1,411046,3668053,3668053
Maharashtra,2021,2,411004,120795663,120795663
Maharashtra,2021,2,400070,27988960,27988960
Maharashtra,2021,2,444510,25401557,25401557
Maharashtra,2021,2,410501,5820240,5820240
Maharashtra,2021,2,440012,4911423,4911423
Maharashtra,2021,2,411033,4333078,4333078
Maharashtra,2021,2,431001,4313072,4313072
Maharashtra,2021,2,411014,3826381,3826381
Maharashtra,2021,2,412105,3522643,3522643
Maharashtra,2021,2,411057,3471054,3471054
Maharashtra,2021,3,411004,155523883,155523883
Maharashtra,2021,3,444510,45378525,45378525
Maharashtra,2021,3,400070,35253876,35253876
Maharashtra,2021,3,410501,8483378,8483378
Maharashtra,2021,3,431001,6658569,6658569
Maharashtra,2021,3,411033,6391773,6391773
Maharashtra,2021,3,411014,6153220,6153220
Maharashtra,2021,3,411057,5518690,5518690
Maharashtra,2021,3,440012,5494787,5494787
Maharashtra,2021,3,412105,5234434,5234434
Maharashtra,2021,4,411004,185423020,185423020
Maharashtra,2021,4,444510,55162139,55162139
Maharashtra,2021,4,400070,50340367,50340367
Maharashtra,2021,4,410501,10198767,10198767
Maharashtra,2021,4,431001,8557377,8557377
Maharashtra,2021,4,411014,7890419,7890419
Maharashtra,2021,4,411033,7862205,7862205
Maharashtra,2021,4,411057,7136353,7136353
Maharashtra,2021,4,431003,6407291,6407291
Maharashtra,2021,4,412105,6367461,6367461
Maharashtra,2022,1,411004,209101358,209101358
Maharashtra,2022,1,444510,69862188,69862188
Maharashtra,2022,1,400070,56011211,56011211
Maharashtra,2022,1,410501,11640038,11640038
Maharashtra,2022,1,431001,9825891,9825891
Maharashtra,2022,1,411033,9348861,9348861
Maharashtra,2022,1,411014,9059263,9059263
Maharashtra,2022,1,411057,8561602,8561602
Maharashtra,2022,1,412105,7459104,7459104
Maharashtra,2022,1,421302,7450111,7450111
Maharashtra,2022,2,411004,262731186,262731186
Maharashtra,2022,2,444510,93575752,93575752
Maharashtra,2022,2,400070,67786894,67786894
Maharashtra,2022,2,410501,13236910,13236910
Maharashtra,2022,2,411014,11697920,11697920
Maharashtra,2022,2,411057,11622532,11622532
Maharashtra,2022,2,431001,11357036,11357036
Maharashtra,2022,2,411033,11248321,11248321
Maharashtra,2022,2,411041,8733671,8733671
Maharashtra,2022,2,412105,8602663,8602663
Maharashtra,2022,3,411033,217102802,217102802
Maharashtra,2022,3,400070,137051260,137051260
Maharashtra,2022,3,400008,49814056,49814056
Maharashtra,2022,3,411004,35565559,35565559
Maharashtra,2022,3,440015,28518450,28518450
Maharashtra,2022,3,422001,16584775,16584775
Maharashtra,2022,3,410501,13708087,13708087
Maharashtra,2022,3,411057,13233019,13233019
Maharashtra,2022,3,444510,12876808,12876808
Maharashtra,2022,3,411014,12461317,12461317
Maharashtra,2022,4,411033,263248580,263248580
Maharashtra,2022,4,400070,180508440,180508440
Maharashtra,2022,4,400008,49240020,49240020
Maharashtra,2022,4,440015,33001619,33001619
Maharashtra,2022,4,422001,29230434,29230434
Maharashtra,2022,4,410501,15124573,15124573
Maharashtra,2022,4,411057,14986782,14986782
Maharashtra,2022,4,411014,13692420,13692420
Maharashtra,2022,4,421302,13270367,13270367
Maharashtra,2022,4,431201,12674116,12674116
Manipur,2018,1,795004,12606,12606
Manipur,2018,1,795001,8487,8487
Manipur,2018,1,795133,4140,4140
Manipur,2018,1,795130,4015,4015
Manipur,2018,1,795138,4012,4012
Manipur,2018,1,795009,3749,3749
Manipur,2018,1,795149,3632,3632
Manipur,2018,1,795008,3285,3285
Manipur,2018,1,795002,3020,3020
Manipur,2018,1,795148,2976,2976
Manipur,2018,2,795004,18869,18869
Manipur,2018,2,795001,11421,11421
Manipur,2018,2,795138,10598,10598
Manipur,2018,2,795130,8787,8787
Manipur,2018,2,795148,8124,8124
Manipur,2018,2,795008,7956,7956
Manipur,2018,2,795149,7677,7677
Manipur,2018,2,795133,7109,7109
Manipur,2018,2,795009,6537,6537
Manipur,2018,2,795010,5110,5110
Manipur,2018,3,795008,22448,22448
Manipur,2018,3,795004,22196,22196
Manipur,2018,3,795001,15883,15883
Manipur,2018,3,795138,10525,10525
Manipur,2018,3,795133,8504,8504
Manipur,2018,3,795148,7723,7723
Manipur,2018,3,795132,6976,6976
Manipur,2018,3,795149,6292,6292
Manipur,2018,3,795009,6228,6228
Manipur,2018,3,795010,5771,5771
Manipur,2018,4,795004,32711,32711
Manipur,2018,4,795001,19824,19824
Manipur,2018,4,795138,12501,12501
Manipur,2018,4,795133,10795,10795
Manipur,2018,4,795148,9494,9494
Manipur,2018,4,795132,7849,7849
Manipur,2018,4,795149,7506,7506
Manipur,2018,4,795002,7121,7121
Manipur,2018,4,795107,7028,7028
Manipur,2018,4,795008,6971,6971
Manipur,2019,1,795004,35245,35245
Manipur,2019,1,795001,24838,24838
Manipur,2019,1,795002,12432,12432
